id,area,sort_order,code,category,competency,sub_competency,category_en,competency_en,sub_competency_en
98,ERP,25,1.5.5,1 İT və Rəqəmsal – FMCG (Funksional),1.5 Master Data İdarəetməsi (MDM),"1.5.5 Analitika, hesabatlılıq və avtomatlaşdırma ehtiyaclarını dəstəkləmək",1 IT & Digital – FMCG (Functional),1.5 Master Data Management (MDM),"1.5.5 Support analytics, reporting, and automation needs"
99,ERP,26,1.6.1,1 İT və Rəqəmsal – FMCG (Funksional),"1.6 Satış, Ticarət və Təchizat Zənciri Sistemləri","1.6.1 ERP-ni CRM, SFA, TMS, WMS və distribyutor sistemləri ilə inteqrasiya etmək",1 IT & Digital – FMCG (Functional),"1.6 Sales, Trade & Supply Chain Systems","1.6.1 Integrate ERP with CRM, SFA, TMS, WMS, and distributor systems"
100,ERP,27,1.6.2,1 İT və Rəqəmsal – FMCG (Funksional),"1.6 Satış, Ticarət və Təchizat Zənciri Sistemləri","1.6.2 Ticarət promolarını, qiymətləmə və endirim nəzarətlərini dəstəkləmək",1 IT & Digital – FMCG (Functional),"1.6 Sales, Trade & Supply Chain Systems","1.6.2 Support trade promotions, pricing, and discount controls"
101,ERP,28,1.6.3,1 İT və Rəqəmsal – FMCG (Funksional),"1.6 Satış, Ticarət və Təchizat Zənciri Sistemləri",1.6.3 Real vaxtda mövcudluq və sifariş görünürlüğünü təmin etmək,1 IT & Digital – FMCG (Functional),"1.6 Sales, Trade & Supply Chain Systems",1.6.3 Enable real-time availability and order visibility
102,ERP,29,1.6.4,1 İT və Rəqəmsal – FMCG (Funksional),"1.6 Satış, Ticarət və Təchizat Zənciri Sistemləri","1.6.4 Tələbat planlaması, proqnozlaşdırma və S&OP alətlərini dəstəkləmək",1 IT & Digital – FMCG (Functional),"1.6 Sales, Trade & Supply Chain Systems","1.6.4 Support demand planning, forecasting, and S&OP tools"
103,ERP,30,1.6.5,1 İT və Rəqəmsal – FMCG (Funksional),"1.6 Satış, Ticarət və Təchizat Zənciri Sistemləri",1.6.5 FMCG dəyər zənciri boyunca fasiləsiz məlumat axınını təmin etmək,1 IT & Digital – FMCG (Functional),"1.6 Sales, Trade & Supply Chain Systems",1.6.5 Ensure seamless data flow across the FMCG value chain
104,ERP,31,1.7.1,1 İT və Rəqəmsal – FMCG (Funksional),1.7 İT Əməliyyatları və Xidmət İdarəetməsi,"1.7.1 İnfrastrukturu, şəbəkələri və son istifadəçi xidmətlərini idarə etmək",1 IT & Digital – FMCG (Functional),1.7 IT Operations & Service Management,"1.7.1 Manage infrastructure, networks, and end-user services"
105,ERP,32,1.7.2,1 İT və Rəqəmsal – FMCG (Funksional),1.7 İT Əməliyyatları və Xidmət İdarəetməsi,"1.7.2 Sistem əlçatanlığını, performansı və insidentlərə cavab prosesini təmin etmək",1 IT & Digital – FMCG (Functional),1.7 IT Operations & Service Management,"1.7.2 Ensure system availability, performance, and incident response"
106,ERP,33,1.7.3,1 İT və Rəqəmsal – FMCG (Funksional),1.7 İT Əməliyyatları və Xidmət İdarəetməsi,1.7.3 ITIL əsaslı xidmət idarəetməsi təcrübələrini tətbiq etmək,1 IT & Digital – FMCG (Functional),1.7 IT Operations & Service Management,1.7.3 Apply ITIL-based service management practices
107,ERP,34,1.7.4,1 İT və Rəqəmsal – FMCG (Funksional),1.7 İT Əməliyyatları və Xidmət İdarəetməsi,"1.7.4 Təchizatçıları, SLA-ları və autsorsinq tərəfdaşlarını idarə etmək",1 IT & Digital – FMCG (Functional),1.7 IT Operations & Service Management,"1.7.4 Manage vendors, SLAs, and outsourcing partners"
108,ERP,35,1.7.5,1 İT və Rəqəmsal – FMCG (Funksional),1.7 İT Əməliyyatları və Xidmət İdarəetməsi,1.7.5 Biznes davamlılığı və fəlakətdən bərpa proseslərini dəstəkləmək,1 IT & Digital – FMCG (Functional),1.7 IT Operations & Service Management,1.7.5 Support business continuity and disaster recovery
109,ERP,36,1.8.1,1 İT və Rəqəmsal – FMCG (Funksional),1.8 Kibertəhlükəsizlik və İT Riskləri,1.8.1 Kibertəhdidləri və sistem boşluqlarını müəyyən etmək,1 IT & Digital – FMCG (Functional),1.8 Cybersecurity & IT Risk,1.8.1 Identify cyber threats and system vulnerabilities
110,ERP,37,1.8.2,1 İT və Rəqəmsal – FMCG (Funksional),1.8 Kibertəhlükəsizlik və İT Riskləri,"1.8.2 Giriş nəzarətlərini, vəzifələrin ayrılığını və monitorinq mexanizmlərini tətbiq etmək",1 IT & Digital – FMCG (Functional),1.8 Cybersecurity & IT Risk,"1.8.2 Implement access controls, segregation of duties, and monitoring"
111,ERP,38,1.8.3,1 İT və Rəqəmsal – FMCG (Funksional),1.8 Kibertəhlükəsizlik və İT Riskləri,1.8.3 ERP-ni və biznes üçün kritik məlumatları qorumaq,1 IT & Digital – FMCG (Functional),1.8 Cybersecurity & IT Risk,1.8.3 Protect ERP and business-critical data
112,ERP,39,1.8.4,1 İT və Rəqəmsal – FMCG (Funksional),1.8 Kibertəhlükəsizlik və İT Riskləri,"1.8.4 İnsidentləri, pozuntuları və bərpa tədbirlərini idarə etmək",1 IT & Digital – FMCG (Functional),1.8 Cybersecurity & IT Risk,"1.8.4 Manage incidents, breaches, and recovery actions"
113,ERP,40,1.8.5,1 İT və Rəqəmsal – FMCG (Funksional),1.8 Kibertəhlükəsizlik və İT Riskləri,1.8.5 İT və məlumat tənzimləmələrinə uyğunluğu təmin etmək,1 IT & Digital – FMCG (Functional),1.8 Cybersecurity & IT Risk,1.8.5 Ensure compliance with IT and data regulations
114,ERP,41,1.9.1,1 İT və Rəqəmsal – FMCG (Funksional),"1.9 Məlumat, Analitika və Hesabatlılıq",1.9.1 Müəssisə üzrə məlumat modellərini və hesabat qatlarını dizayn etmək,1 IT & Digital – FMCG (Functional),"1.9 Data, Analytics & Reporting",1.9.1 Design enterprise data models and reporting layers
115,ERP,42,1.9.2,1 İT və Rəqəmsal – FMCG (Funksional),"1.9 Məlumat, Analitika və Hesabatlılıq",1.9.2 ERP məlumatlarını BI və analitika platformalarına inteqrasiya etmək,1 IT & Digital – FMCG (Functional),"1.9 Data, Analytics & Reporting",1.9.2 Integrate ERP data into BI and analytics platforms
116,ERP,43,1.9.3,1 İT və Rəqəmsal – FMCG (Funksional),"1.9 Məlumat, Analitika və Hesabatlılıq","1.9.3 Satış, maliyyə və təchizat zənciri dashboard-larını təmin etmək",1 IT & Digital – FMCG (Functional),"1.9 Data, Analytics & Reporting","1.9.3 Enable sales, finance, and supply chain dashboards"
117,ERP,44,1.9.4,1 İT və Rəqəmsal – FMCG (Funksional),"1.9 Məlumat, Analitika və Hesabatlılıq",1.9.4 Qabaqcıl analitika və proqnozlaşdırmanı dəstəkləmək,1 IT & Digital – FMCG (Functional),"1.9 Data, Analytics & Reporting",1.9.4 Support advanced analytics and forecasting
118,ERP,45,1.9.5,1 İT və Rəqəmsal – FMCG (Funksional),"1.9 Məlumat, Analitika və Hesabatlılıq",1.9.5 Məlumat idarəetməsi və keyfiyyət standartlarını təmin etmək,1 IT & Digital – FMCG (Functional),"1.9 Data, Analytics & Reporting",1.9.5 Ensure data governance and quality standards
119,ERP,46,1.10.1,1 İT və Rəqəmsal – FMCG (Funksional),1.10 Rəqəmsal Transformasiya və Avtomatlaşdırma,"1.10.1 Avtomatlaşdırma imkanlarını müəyyən etmək (RPA, workflow-lar, AI)",1 IT & Digital – FMCG (Functional),1.10 Digital Transformation & Automation,"1.10.1 Identify automation opportunities (RPA, workflows, AI)"
120,ERP,47,1.10.2,1 İT və Rəqəmsal – FMCG (Funksional),1.10 Rəqəmsal Transformasiya və Avtomatlaşdırma,1.10.2 Manual və yüksək həcmli ERP proseslərini rəqəmsallaşdırmaq,1 IT & Digital – FMCG (Functional),1.10 Digital Transformation & Automation,1.10.2 Digitize manual and high-volume ERP processes
121,ERP,48,1.10.3,1 İT və Rəqəmsal – FMCG (Funksional),1.10 Rəqəmsal Transformasiya və Avtomatlaşdırma,1.10.3 E-ticarət və omnichannel inteqrasiyasını dəstəkləmək,1 IT & Digital – FMCG (Functional),1.10 Digital Transformation & Automation,1.10.3 Support e-commerce and omnichannel integration
122,ERP,49,1.10.4,1 İT və Rəqəmsal – FMCG (Funksional),1.10 Rəqəmsal Transformasiya və Avtomatlaşdırma,1.10.4 Yeni rəqəmsal həlləri pilotlaşdırmaq və miqyaslandırmaq,1 IT & Digital – FMCG (Functional),1.10 Digital Transformation & Automation,1.10.4 Pilot and scale new digital solutions
123,ERP,50,1.10.5,1 İT və Rəqəmsal – FMCG (Funksional),1.10 Rəqəmsal Transformasiya və Avtomatlaşdırma,1.10.5 Rəqəmsal təşəbbüslərdən əldə olunan dəyərin reallaşmasını izləmək,1 IT & Digital – FMCG (Functional),1.10 Digital Transformation & Automation,1.10.5 Track value realization from digital initiatives
124,ERP,51,2.1.1,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.1 Biznes Tərəfdaşlığı və Kommersiya Anlayışı,2.1.1 FMCG biznes ehtiyaclarını texnoloji həllərə çevirmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.1 Business Partnership & Commercial Understanding,2.1.1 Translate FMCG business needs into technology solutions
125,ERP,52,2.1.2,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.1 Biznes Tərəfdaşlığı və Kommersiya Anlayışı,"2.1.2 Sürət, xərc və sistem dayanıqlığı arasında balans yaratmaq",2 IT Leadership & Professional Effectiveness (Behavioral),2.1 Business Partnership & Commercial Understanding,"2.1.2 Balance speed, cost, and system robustness"
126,ERP,53,2.1.3,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.1 Biznes Tərəfdaşlığı və Kommersiya Anlayışı,2.1.3 İT qərarlarının biznesə təsirini qabaqcadan görmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.1 Business Partnership & Commercial Understanding,2.1.3 Anticipate business impact of IT decisions
127,ERP,54,2.1.4,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.1 Biznes Tərəfdaşlığı və Kommersiya Anlayışı,2.1.4 Etibarlı biznes tərəfdaşı kimi inam formalaşdırmaq,2 IT Leadership & Professional Effectiveness (Behavioral),2.1 Business Partnership & Commercial Understanding,2.1.4 Build credibility as a trusted business partner
128,ERP,55,2.1.5,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.1 Biznes Tərəfdaşlığı və Kommersiya Anlayışı,2.1.5 Dəyər yönümlü İT müzakirələrini təşviq etmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.1 Business Partnership & Commercial Understanding,2.1.5 Drive value-focused IT conversations
129,ERP,56,2.2.1,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.2 Strateji Düşüncə və Qərarvermə,2.2.1 Uzunmüddətli memarlıq və investisiya qərarları vermək,2 IT Leadership & Professional Effectiveness (Behavioral),2.2 Strategic Thinking & Decision Making,2.2.1 Make long-term architecture and investment decisions
130,ERP,57,2.2.2,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.2 Strateji Düşüncə və Qərarvermə,2.2.2 Təşəbbüsləri müəssisə dəyərinə əsasən prioritetləşdirmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.2 Strategic Thinking & Decision Making,2.2.2 Prioritize initiatives based on enterprise value
131,ERP,58,2.2.3,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.2 Strateji Düşüncə və Qərarvermə,2.2.3 Qeyri-müəyyənlik şəraitində kompromisləri idarə etmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.2 Strategic Thinking & Decision Making,2.2.3 Manage trade-offs under uncertainty
132,ERP,59,2.2.4,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.2 Strateji Düşüncə və Qərarvermə,2.2.4 Texnologiya və kiberriskləri qabaqcadan görmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.2 Strategic Thinking & Decision Making,2.2.4 Anticipate technology and cyber risks
133,ERP,60,2.2.5,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.2 Strateji Düşüncə və Qərarvermə,2.2.5 Sistem və ya biznes böhranları zamanı qətiyyətlə hərəkət etmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.2 Strategic Thinking & Decision Making,2.2.5 Act decisively during system or business crises
134,ERP,61,2.3.1,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.3 İnsan Liderliyi və Bacarıqların İnkişafı,2.3.1 İT komandaları daxilində ERP və rəqəmsal bacarıqları inkişaf etdirmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.3 People Leadership & Capability Building,2.3.1 Build ERP and digital capability within IT teams
135,ERP,62,2.3.2,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.3 İnsan Liderliyi və Bacarıqların İnkişafı,2.3.2 Komandalara yüksək keyfiyyətli icra və intizam mövzusunda kouçinq vermək,2 IT Leadership & Professional Effectiveness (Behavioral),2.3 People Leadership & Capability Building,2.3.2 Coach teams on delivery excellence and discipline
136,ERP,63,2.3.3,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.3 İnsan Liderliyi və Bacarıqların İnkişafı,2.3.3 Kritik İT rolları üçün varislər yetişdirmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.3 People Leadership & Capability Building,2.3.3 Develop successors for critical IT roles
137,ERP,64,2.3.4,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.3 İnsan Liderliyi və Bacarıqların İnkişafı,2.3.4 Performansı və hesabatlılığı idarə etmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.3 People Leadership & Capability Building,2.3.4 Manage performance and accountability
138,ERP,65,2.3.5,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),2.3 İnsan Liderliyi və Bacarıqların İnkişafı,2.3.5 Davamlı öyrənmə və innovasiya mühitini təşviq etmək,2 IT Leadership & Professional Effectiveness (Behavioral),2.3 People Leadership & Capability Building,2.3.5 Foster continuous learning and innovation
139,ERP,66,2.4.1,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),"2.4 İdarəetmə, Dürüstlük və İcra İntizamı","2.4.1 İT idarəetməsini, nəzarət mexanizmlərini və standartları tətbiq etmək",2 IT Leadership & Professional Effectiveness (Behavioral),"2.4 Governance, Integrity & Execution Discipline","2.4.1 Enforce IT governance, controls, and standards"
140,ERP,67,2.4.2,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),"2.4 İdarəetmə, Dürüstlük və İcra İntizamı",2.4.2 Audit hazırlığını və uyğunluğu təmin etmək,2 IT Leadership & Professional Effectiveness (Behavioral),"2.4 Governance, Integrity & Execution Discipline",2.4.2 Ensure audit readiness and compliance
141,ERP,68,2.4.3,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),"2.4 İdarəetmə, Dürüstlük və İcra İntizamı",2.4.3 İcra nəticələrinə ucdan-uca sahiblik göstərmək,2 IT Leadership & Professional Effectiveness (Behavioral),"2.4 Governance, Integrity & Execution Discipline",2.4.3 Own delivery outcomes end-to-end
142,ERP,69,2.4.4,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),"2.4 İdarəetmə, Dürüstlük və İcra İntizamı",2.4.4 Məsələləri proaktiv və şəffaf şəkildə həll etmək,2 IT Leadership & Professional Effectiveness (Behavioral),"2.4 Governance, Integrity & Execution Discipline",2.4.4 Address issues proactively and transparently
143,ERP,70,2.4.5,2 İT Liderliyi və Peşəkar Effektivlik (Davranış),"2.4 İdarəetmə, Dürüstlük və İcra İntizamı",2.4.5 Əməliyyat təzyiqi altında dayanıqlılığı qorumaq,2 IT Leadership & Professional Effectiveness (Behavioral),"2.4 Governance, Integrity & Execution Discipline",2.4.5 Maintain resilience under operational pressure
144,BA,1,1.1.1,1 Biznes Analitikası – FMCG (Funksional),1.1 Analitika Strategiyası və Dəyərin İdarə Edilməsi,"1.1.1 FMCG üzrə böyümə, marja və icra prioritetlərinə uyğun analitika vizyonunu müəyyən etmək",1 Business Analytics – FMCG (Functional),1.1 Analytics Strategy & Value Management,"1.1.1 Define analytics vision aligned with FMCG growth, margin, and execution priorities"
145,BA,2,1.1.2,1 Biznes Analitikası – FMCG (Funksional),1.1 Analitika Strategiyası və Dəyərin İdarə Edilməsi,1.1.2 Analitika istifadə hallarını biznes dəyəri və tətbiq edilə bilmə imkanına əsasən prioritetləşdirmək,1 Business Analytics – FMCG (Functional),1.1 Analytics Strategy & Value Management,1.1.2 Prioritize analytics use cases based on business value and feasibility
146,BA,3,1.1.3,1 Biznes Analitikası – FMCG (Funksional),1.1 Analitika Strategiyası və Dəyərin İdarə Edilməsi,1.1.3 Biznes suallarını strukturlaşdırılmış analitik problemlərə çevirmək,1 Business Analytics – FMCG (Functional),1.1 Analytics Strategy & Value Management,1.1.3 Translate business questions into structured analytical problems
147,BA,4,1.1.4,1 Biznes Analitikası – FMCG (Funksional),1.1 Analitika Strategiyası və Dəyərin İdarə Edilməsi,"1.1.4 Analitika üzrə idarəetmə çərçivəsini, məsul sahibliyini və icra ritmini formalaşdırmaq",1 Business Analytics – FMCG (Functional),1.1 Analytics Strategy & Value Management,"1.1.4 Establish analytics governance, ownership, and delivery cadence"
148,BA,5,1.1.5,1 Biznes Analitikası – FMCG (Funksional),1.1 Analitika Strategiyası və Dəyərin İdarə Edilməsi,1.1.5 Analitika təşəbbüslərindən əldə olunan dəyərin reallaşmasını izləmək,1 Business Analytics – FMCG (Functional),1.1 Analytics Strategy & Value Management,1.1.5 Track value realization from analytics initiatives
149,BA,6,1.2.1,1 Biznes Analitikası – FMCG (Funksional),1.2 Məlumatların Anlaşılması və Biznes Konteksti,"1.2.1 FMCG dəyər zəncirini anlamaq (satış, ticarət, təchizat, maliyyə, marketinq)",1 Business Analytics – FMCG (Functional),1.2 Data Understanding & Business Context,"1.2.1 Understand FMCG value chain (sales, trade, supply, finance, marketing)"
150,BA,7,1.2.2,1 Biznes Analitikası – FMCG (Funksional),1.2 Məlumatların Anlaşılması və Biznes Konteksti,"1.2.2 Həcm, dəyər və marja göstəricilərinin arxasında duran biznes amillərini şərh etmək",1 Business Analytics – FMCG (Functional),1.2 Data Understanding & Business Context,"1.2.2 Interpret business drivers behind volume, value, and margin"
151,BA,8,1.2.3,1 Biznes Analitikası – FMCG (Funksional),1.2 Məlumatların Anlaşılması və Biznes Konteksti,"1.2.3 Məlumat boşluqlarını, qərəzlilikləri və biznes məhdudiyyətlərini müəyyən etmək",1 Business Analytics – FMCG (Functional),1.2 Data Understanding & Business Context,"1.2.3 Identify data gaps, biases, and business limitations"
152,BA,9,1.2.4,1 Biznes Analitikası – FMCG (Funksional),1.2 Məlumatların Anlaşılması və Biznes Konteksti,1.2.4 İnsaytları kommersiya baxımından relevant dildə təqdim etmək,1 Business Analytics – FMCG (Functional),1.2 Data Understanding & Business Context,1.2.4 Frame insights in commercially relevant language
153,BA,10,1.2.5,1 Biznes Analitikası – FMCG (Funksional),1.2 Məlumatların Anlaşılması və Biznes Konteksti,1.2.5 Fərziyyələri məlumat və sübutlar əsasında sorğulamaq,1 Business Analytics – FMCG (Functional),1.2 Data Understanding & Business Context,1.2.5 Challenge assumptions using data and evidence
154,BA,11,1.3.1,1 Biznes Analitikası – FMCG (Funksional),1.3 Məlumat Mənbələri və İnteqrasiya,"1.3.1 ERP, CRM, SFA, distribyutor və sell-out məlumatlarını inteqrasiya etmək",1 Business Analytics – FMCG (Functional),1.3 Data Sources & Integration,"1.3.1 Integrate ERP, CRM, SFA, distributor, and sell-out data"
